row_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
1379,Resort Hotel,0,43,2015,August,35,27,2,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,156,0,Contract,79.5,0,0,Check-Out,02-09-15,Matthew George,Matthew_George@verizon.com,870-167-9331,************6926
1380,Resort Hotel,0,27,2015,August,35,27,2,4,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,0,Transient,120.27,0,1,Check-Out,02-09-15,Angela Tucker,Angela_Tucker@comcast.net,763-993-2279,************2387
1381,Resort Hotel,1,106,2015,August,35,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,118.29,0,2,Canceled,13-05-15,Rachel Delgado,Rachel_Delgado75@yandex.com,893-459-4102,************1695
1382,Resort Hotel,0,45,2015,August,35,27,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,0,Contract,75.53,0,0,Check-Out,03-09-15,Larry Padilla,LarryPadilla@protonmail.com,818-235-1888,************1074
1383,Resort Hotel,1,106,2015,August,35,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,8,0,1,Canceled,13-05-15,Cory Powell,CoryPowell@gmail.com,646-658-0954,************8813
1384,Resort Hotel,1,108,2015,August,35,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,8,0,2,Canceled,14-08-15,Rachel Choi,Rachel.Choi@verizon.com,437-721-8961,************5205
1385,Resort Hotel,0,49,2015,August,35,27,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,Contract,90.39,0,0,Check-Out,03-09-15,Benjamin Bright,Bright.Benjamin@xfinity.com,328-587-8954,************7329
1386,Resort Hotel,0,10,2015,August,35,27,2,5,2,1,0,BB,GBR,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,Transient,155.86,0,2,Check-Out,03-09-15,Kevin Deleon,Kevin_D84@zoho.com,727-867-1384,************1566
1387,Resort Hotel,1,108,2015,August,35,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,118.29,0,1,Canceled,14-08-15,Jennifer Davis,JenniferDavis28@outlook.com,327-294-8544,************5484
1388,Resort Hotel,0,30,2015,August,35,28,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,G,0,No Deposit,250,0,Transient,115,0,3,Check-Out,29-08-15,Gregory Williams,GregoryWilliams71@xfinity.com,763-893-0785,************6433
1389,Resort Hotel,1,164,2015,August,35,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134,0,Transient-Party,110.7,0,0,Canceled,13-08-15,Tina Dunn,Dunn.Tina@verizon.com,732-456-2747,************7916
1390,Resort Hotel,1,164,2015,August,35,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134,0,Transient-Party,110.7,0,0,Canceled,13-08-15,Lisa Duncan,Lisa_D@verizon.com,631-752-6326,************2276
1391,Resort Hotel,1,164,2015,August,35,28,0,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,0,Transient,120.38,0,0,Canceled,13-08-15,Dawn Torres,Dawn_Torres@zoho.com,609-133-6407,************9272
1392,Resort Hotel,0,0,2015,August,35,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,0,Transient,195,0,0,Check-Out,30-08-15,James Rice,Rice_James@zoho.com,899-703-2425,************7803
1393,Resort Hotel,1,46,2015,August,35,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,1,Canceled,27-07-15,Melissa Davis,MDavis@zoho.com,660-478-3842,************6509
1394,Resort Hotel,0,31,2015,August,35,28,0,2,3,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,Transient,176,1,1,Check-Out,30-08-15,Andrea Adkins,Adkins.Andrea@aol.com,197-644-6321,************9349
1395,Resort Hotel,0,34,2015,August,35,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,1,3,Check-Out,30-08-15,Victor Klein,Victor.Klein@gmail.com,673-037-4950,************5560
1396,Resort Hotel,1,66,2015,August,35,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,112.05,0,0,Canceled,01-07-15,Jessica Gibson,Gibson_Jessica93@verizon.com,297-122-9750,************6425
1397,Resort Hotel,0,4,2015,August,35,28,0,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,242,0,Transient,180.55,0,2,Check-Out,30-08-15,Michael Trevino,Michael.Trevino@aol.com,291-645-5163,************4524
1398,Resort Hotel,0,23,2015,August,35,28,0,2,2,0,0,FB,ESP,Direct,Direct,0,0,0,A,D,1,No Deposit,250,0,Transient,179,0,1,Check-Out,30-08-15,Joseph Brooks,Joseph_Brooks@att.com,612-571-5858,************1492
1399,Resort Hotel,0,31,2015,August,35,28,0,2,2,2,0,BB,BRA,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,Transient,181,1,2,Check-Out,30-08-15,Sandra Brown,Brown.Sandra@hotmail.com,934-416-9805,************8097
1400,Resort Hotel,0,32,2015,August,35,28,1,2,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,122,0,1,Check-Out,31-08-15,Amanda Gill,Amanda_Gill@hotmail.com,400-363-9860,************8355
1401,Resort Hotel,1,42,2015,August,35,28,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,Transient,195,0,2,Canceled,24-07-15,Christopher Price,Christopher_P@hotmail.com,661-814-2656,************7776
1402,Resort Hotel,0,30,2015,August,35,28,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,0,Transient,184,0,0,Check-Out,31-08-15,April Thomas,Thomas.April@verizon.com,487-150-9342,************8256
1403,Resort Hotel,1,30,2015,August,35,28,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,152,0,0,Canceled,24-08-15,Matthew Garcia,Matthew.G@protonmail.com,533-587-5402,************6054
1404,Resort Hotel,0,10,2015,August,35,28,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient-Party,127.67,0,1,Check-Out,31-08-15,Nancy Lewis,Lewis_Nancy@verizon.com,690-747-9522,************1907
1405,Resort Hotel,0,11,2015,August,35,28,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient-Party,127.67,0,1,Check-Out,31-08-15,Yvette Miller,Miller.Yvette@outlook.com,385-561-0323,************9646
1406,Resort Hotel,0,11,2015,August,35,28,1,2,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,5,0,Transient,114.13,0,1,Check-Out,31-08-15,Mrs. Jennifer Patrick MD,MMD99@comcast.net,831-300-6096,************9409
1407,Resort Hotel,0,8,2015,August,35,28,1,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,Transient,113.7,0,2,Check-Out,31-08-15,Brandon Russo,BRusso@zoho.com,547-903-8536,************6753
1408,Resort Hotel,0,39,2015,August,35,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,Transient,120.6,0,2,Check-Out,31-08-15,Shane Ramirez,Shane_R@yahoo.com,540-699-2760,************7735
1409,Resort Hotel,0,4,2015,August,35,28,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,165,1,1,Check-Out,29-08-15,Adam Stanley,Stanley_Adam@protonmail.com,845-925-8813,************1271
1410,Resort Hotel,0,34,2015,August,35,28,0,2,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.6,0,3,Check-Out,30-08-15,Mary Perez,MaryPerez@yandex.com,375-298-2469,************3513
1411,Resort Hotel,1,55,2015,August,35,28,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164,0,2,Canceled,06-07-15,Kelsey Wood,KelseyWood@yahoo.com,120-982-8928,************2345
1412,Resort Hotel,0,25,2015,August,35,28,2,2,2,0,0,FB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,Transient,208,0,2,Check-Out,01-09-15,Elizabeth Noble,Noble_Elizabeth@hotmail.com,667-438-7007,************2127
1413,Resort Hotel,0,106,2015,August,35,28,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,250,0,Transient,166.5,1,1,Check-Out,01-09-15,Denise Mcgee,DMcgee@hotmail.com,476-605-5665,************3350
1414,Resort Hotel,0,30,2015,August,35,28,2,3,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,101.16,0,2,Check-Out,02-09-15,Monica Gibson,Monica.Gibson@verizon.com,145-014-9088,************3890
1415,Resort Hotel,1,1,2015,August,35,28,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,0,Transient,130.6,0,1,Canceled,28-08-15,Ann Clark,AClark@aol.com,475-152-9950,************5600
1416,Resort Hotel,1,22,2015,August,35,28,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,145,0,1,Canceled,10-08-15,Miranda Bolton,Miranda_B@gmail.com,575-470-4148,************2656
1417,Resort Hotel,1,42,2015,August,35,28,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,Transient,158,0,1,Canceled,13-08-15,Valerie Richards,Richards.Valerie@aol.com,696-265-9293,************7825
1418,Resort Hotel,0,67,2015,August,35,28,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,109.83,0,0,Check-Out,03-09-15,Randy Nelson,Randy.N@yandex.com,499-391-4465,************1148
1419,Resort Hotel,1,35,2015,August,35,28,2,4,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,0,Transient,141.67,0,2,Canceled,31-07-15,Dennis Smith,Dennis.Smith@yandex.com,403-569-2308,************6413
1420,Resort Hotel,0,21,2015,August,35,28,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,175,0,1,Check-Out,03-09-15,John Terry,Terry.John36@hotmail.com,934-557-5393,************5304
1421,Resort Hotel,0,50,2015,August,35,28,2,5,2,0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,Contract,98.63,0,0,Check-Out,04-09-15,Christine Sullivan,Christine_Sullivan@verizon.com,216-261-1128,************8859
1422,Resort Hotel,0,28,2015,August,35,28,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,166.14,0,0,Check-Out,04-09-15,Stacy Proctor,Proctor.Stacy@comcast.net,897-779-5676,************3555
1423,Resort Hotel,0,30,2015,August,35,28,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,150.71,0,0,Check-Out,04-09-15,Willie Ballard,WillieBallard65@gmail.com,690-334-5181,************2559
1424,Resort Hotel,0,127,2015,August,35,28,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,0,Transient,97.74,0,1,Check-Out,02-09-15,Barbara Simmons,Simmons_Barbara66@att.com,762-644-2439,************9461
1425,Resort Hotel,1,29,2015,August,35,28,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,189.86,0,0,Canceled,01-08-15,Jennifer Hernandez,Jennifer_H@aol.com,947-459-6409,************5757
1426,Resort Hotel,0,66,2015,August,35,28,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,Transient,97.5,0,0,Check-Out,04-09-15,Jamie Smith,Jamie_Smith28@gmail.com,239-387-1277,************4526
1427,Resort Hotel,1,59,2015,August,35,28,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,123.11,0,0,Canceled,03-07-15,Emily Collins,Emily.Collins@mail.com,961-816-1647,************6406
1428,Resort Hotel,0,28,2015,August,35,28,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,104.8,1,0,Check-Out,02-09-15,Paige Griffith,Paige.Griffith@yahoo.com,118-517-8504,************9175
1429,Resort Hotel,1,59,2015,August,35,29,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,164,0,2,Canceled,06-07-15,Ronald Webb,Ronald_W@gmail.com,977-134-8743,************2774
1430,Resort Hotel,0,0,2015,August,35,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,Transient,134,0,1,Check-Out,31-08-15,Dustin Martinez,Dustin.M77@zoho.com,418-205-0858,************5133
1431,Resort Hotel,0,47,2015,August,35,29,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,146,1,2,Check-Out,31-08-15,Kelly Fuller,KellyFuller74@gmail.com,225-700-0460,************1811
1432,Resort Hotel,0,47,2015,August,35,29,2,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,103.18,0,1,Check-Out,01-09-15,Casey Evans,Casey.E@yandex.com,441-907-7960,************1216
1433,Resort Hotel,0,47,2015,August,35,29,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,0,Transient,103.18,0,1,Check-Out,01-09-15,Jessica Patterson,Jessica_P@verizon.com,353-127-1824,************1719
1434,Resort Hotel,0,57,2015,August,35,29,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164,0,0,Check-Out,30-08-15,Frances White,FrancesWhite@xfinity.com,149-094-1713,************7940
1435,Resort Hotel,0,1,2015,August,35,29,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,0,Transient-Party,142.5,0,1,Check-Out,02-09-15,George Davis,George.D@hotmail.com,544-410-6492,************5008
1436,Resort Hotel,0,4,2015,August,35,29,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,67,0,Transient,77.5,1,0,Check-Out,02-09-15,Richard Wood,Richard.Wood@verizon.com,971-030-5887,************3995
1437,Resort Hotel,1,32,2015,August,35,29,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,135.2,0,2,Canceled,06-08-15,Ashley Mora,Ashley_M14@yahoo.com,535-060-4831,************4537
1438,Resort Hotel,1,24,2015,August,35,29,2,3,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,149,0,0,Canceled,06-08-15,Richard Arnold,Richard_Arnold@zoho.com,905-262-1923,************9745
1439,Resort Hotel,0,11,2015,August,35,29,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,140.4,1,2,Check-Out,03-09-15,Sierra Bates,Sierra_B@comcast.net,961-512-7507,************6186
1440,Resort Hotel,0,136,2015,August,35,29,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,112,0,2,Check-Out,03-09-15,Joseph Rios,Joseph_Rios@mail.com,712-589-5845,************8322
1441,Resort Hotel,0,2,2015,August,35,29,2,4,3,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,,0,Transient,173.25,0,0,Check-Out,04-09-15,Thomas Jackson,Jackson.Thomas@yandex.com,475-579-2256,************1470
1442,Resort Hotel,1,54,2015,August,35,29,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,121.5,0,0,Canceled,03-08-15,Antonio Avery,Antonio.Avery@yahoo.com,938-047-6807,************4498
1443,Resort Hotel,1,87,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,122.86,0,0,Canceled,31-07-15,Kenneth Black,Black.Kenneth@hotmail.com,149-840-6859,************9325
1444,Resort Hotel,1,98,2015,August,35,29,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15,0,Transient,130.9,0,0,Canceled,27-05-15,Peter Sanchez,Peter_S49@att.com,628-995-4209,************8755
1445,Resort Hotel,0,9,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,146,1,2,Check-Out,05-09-15,Anita Walker,Walker_Anita@zoho.com,377-923-6223,************4670
1446,Resort Hotel,0,2,2015,August,36,30,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient,154,1,0,Check-Out,31-08-15,Carol Mcdonald,CarolMcdonald@comcast.net,287-186-8138,************7151
1447,Resort Hotel,0,11,2015,August,36,30,2,0,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,103.5,1,4,Check-Out,01-09-15,Christian Hunt,Christian_H57@yahoo.com,421-648-2567,************8610
1448,Resort Hotel,0,11,2015,August,36,30,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,103.5,1,3,Check-Out,01-09-15,Dominique Patterson,DPatterson@outlook.com,763-438-9272,************7436
1449,Resort Hotel,1,69,2015,August,36,30,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,129.33,0,1,Canceled,24-08-15,Joseph Vaughn,JosephVaughn@hotmail.com,677-039-7669,************3686
1450,Resort Hotel,0,37,2015,August,36,30,2,1,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,115.2,1,0,Check-Out,02-09-15,Julia Williams,Julia.Williams88@comcast.net,932-520-3068,************4024
1451,Resort Hotel,0,103,2015,August,36,30,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,Transient,71.72,0,0,Check-Out,02-09-15,Seth Butler,Seth_B@outlook.com,542-653-8616,************8086
1452,Resort Hotel,0,5,2015,August,36,30,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,Contract,106.8,0,0,Check-Out,03-09-15,Donald Stewart,Stewart_Donald@verizon.com,670-308-6346,************5152
1453,Resort Hotel,0,34,2015,August,36,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,71.69,0,1,Check-Out,03-09-15,Stephen Yates,Yates.Stephen@xfinity.com,295-750-1719,************5839
1454,Resort Hotel,0,44,2015,August,36,30,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,F,0,No Deposit,250,0,Transient,136.2,0,2,Check-Out,04-09-15,Tyler Holmes,Holmes.Tyler66@hotmail.com,745-746-0942,************5699
1455,Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,112.33,1,1,Check-Out,05-09-15,Jane Graham,Jane_Graham@zoho.com,205-244-6180,************5286
1456,Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,112.33,0,1,Check-Out,05-09-15,Nathan Vega,Nathan.V@yahoo.com,450-199-7669,************8649
1457,Resort Hotel,1,72,2015,August,36,30,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,157.67,0,0,Canceled,20-06-15,Christopher Cooper,Christopher.Cooper@protonmail.com,753-065-2175,************2117
1458,Resort Hotel,1,143,2015,August,36,30,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,165,0,2,Canceled,16-06-15,Jose Robbins,JRobbins@gmail.com,354-253-9686,************8643
1459,Resort Hotel,1,47,2015,August,36,30,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,113.43,0,0,Canceled,20-07-15,Arthur Allison,Arthur_A77@mail.com,990-316-7531,************9541
1460,Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,161.29,0,1,Canceled,06-08-15,Mark Robbins,MRobbins19@protonmail.com,811-953-3984,************3788
1461,Resort Hotel,0,25,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,167.86,1,0,Check-Out,06-09-15,Rachel Woods,RachelWoods71@hotmail.com,892-146-7521,************9338
1462,Resort Hotel,0,82,2015,August,36,30,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,Transient,103.07,0,1,Check-Out,06-09-15,Randy Copeland,Copeland.Randy23@zoho.com,524-889-9311,************5075
1463,Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,161.29,0,0,Canceled,18-05-15,Michael Fisher,Michael_Fisher@mail.com,980-823-8315,************1241
1464,Resort Hotel,1,346,2015,August,36,30,4,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,96.3,0,0,Canceled,14-08-15,Alex Fletcher,AFletcher@att.com,132-228-6252,************6162
1465,Resort Hotel,0,0,2015,August,36,31,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,92.86,0,1,Check-Out,01-09-15,Jaime Lawson,Jaime_L@yandex.com,182-161-5301,************8673
1466,Resort Hotel,0,35,2015,August,36,31,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,128,1,1,Check-Out,02-09-15,Samantha Martinez,Samantha_Martinez@att.com,332-258-3098,************3949
1467,Resort Hotel,0,34,2015,August,36,31,1,1,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,115.2,0,1,Check-Out,02-09-15,Mrs. Elizabeth Turner,Turner_Mrs.@xfinity.com,482-429-7277,************8753
1468,Resort Hotel,0,83,2015,August,36,31,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,80.55,0,0,Check-Out,02-09-15,Sherri Mcdowell,Sherri.Mcdowell@mail.com,698-589-4376,************9238
1469,Resort Hotel,0,41,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,120.33,0,1,Check-Out,03-09-15,Katie Brown,Katie.B@gmail.com,784-815-0669,************2842
1470,Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,126.67,0,2,Check-Out,03-09-15,Benjamin Alexander,BAlexander@protonmail.com,623-334-3390,************5760
1471,Resort Hotel,1,143,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,130.33,0,3,Canceled,20-04-15,Eric Paul,Eric.Paul70@hotmail.com,714-665-9540,************6886
1472,Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,75.46,0,1,Check-Out,03-09-15,Maria Gardner,MGardner@hotmail.com,118-912-6596,************2266
1473,Resort Hotel,1,0,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,96.33,0,1,No-Show,31-08-15,Barbara Johnson,Johnson.Barbara31@yahoo.com,112-823-9021,************5018
1474,Resort Hotel,1,42,2015,August,36,31,1,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,117.83,0,2,Canceled,25-07-15,Susan Nguyen,Susan.Nguyen72@protonmail.com,972-708-7657,************4623
1475,Resort Hotel,0,6,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,120.33,0,1,Check-Out,03-09-15,Alexander Adams,Adams_Alexander@protonmail.com,566-938-0970,************4903
1476,Resort Hotel,0,28,2015,August,36,31,1,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,98,0,2,Check-Out,03-09-15,John Smith,John_Smith27@gmail.com,468-619-4616,************5920
1477,Resort Hotel,0,26,2015,August,36,31,1,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,250,0,Transient,155.5,0,0,Check-Out,04-09-15,Dominique Jacobs,Dominique.Jacobs@att.com,974-745-9246,************8640
1478,Resort Hotel,0,10,2015,August,36,31,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,0,Contract,122.6,0,0,Check-Out,04-09-15,Jasmine Marsh,Marsh.Jasmine@protonmail.com,299-914-3119,************7937
1479,Resort Hotel,0,59,2015,August,36,31,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,Transient,105.5,0,2,Check-Out,04-09-15,Mark Gibson,Gibson.Mark@outlook.com,424-432-1999,************2065
1480,Resort Hotel,1,159,2015,August,36,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,101.44,0,0,Canceled,17-06-15,William Hernandez,William.Hernandez67@zoho.com,808-796-1806,************4299
1481,Resort Hotel,1,124,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,160,0,0,Canceled,29-04-15,Jessica Sanchez,Jessica.Sanchez@comcast.net,793-916-6835,************6083
1482,Resort Hotel,1,60,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,120.5,0,1,Canceled,03-07-15,Mr. Joseph Raymond,MRaymond@xfinity.com,739-744-5877,************6052
1483,Resort Hotel,0,26,2015,August,36,31,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,126.29,0,2,Check-Out,07-09-15,Madison Powell,Madison_P@att.com,206-804-6577,************8015
